session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,Participant: Age,Participant: Occupation,is session complete?
2018-12-06,18,280,1,1,14:56:50,14:57:00,18_280_801,Terapia,Lettura prescrizione,14:56:50,14:57:00,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,session,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_802,Terapia,Preparazione farmaco,14:57:32,14:57:54,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,18_281_803,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_803,Terapia,Lettura prescrizione,14:57:54,14:59:18,00:01:24,00:01:24,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,18_281_804,1,2,18_281_804,14:58:20,14:59:18,"","","","","","","","","","","","",00:00:58,false,"",0,"","","",00:01:24,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_804,Terapia,Preparazione farmaco,14:58:20,14:59:39,00:01:19,00:01:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18_281_805,18_281_803,1,2,18_281_803,14:58:20,14:59:18,"","","","","","","","","","","","",00:00:58,false,"",0,"","","",00:01:19,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_805,Spostamenti,0,14:59:39,15:00:17,00:00:38,00:00:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18_281_806,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:38,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_806,Terapia,Allestimento/Riordino/smaltimento,15:00:17,15:00:26,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18_281_807,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_807,Spostamenti,0,15:00:26,15:00:48,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18_281_808,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_808,Terapia,Preparazione farmaco,15:00:48,15:00:57,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18_281_809,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_809,Terapia,Preparazione farmaco,15:00:57,15:01:23,00:00:26,00:00:26,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,18_281_810,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:26,"","","","",TRUE
2018-12-06,18,281,1,1,14:57:32,15:10:16,18_281_810,Terapia,Lettura prescrizione,15:01:23,15:01:29,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18_281_811,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
